plateifu,iauname,objra,objdec
8987-9102,J091156.03+275357.4,137.983505636,27.8992697013
8988-12701,J121953.70+392759.4,184.973839909,39.4664171983
8988-12702,J122200.20+392759.8,185.500848925,39.4666791827
8988-12703,J122814.53+401201.4,187.060617498,40.2003748394
8988-12704,J122702.37+400646.1,186.759919597,40.1128369119
8988-12705,J122309.85+395320.5,185.791254618,39.8890963316
8988-1901,J122207.50+391633.2,185.531241873,39.2758793494
8988-1902,J123205.36+405918.7,188.022392026,40.9885451236
8988-3701,J122230.43+390406.5,185.626857731,39.0684386859
8988-3702,J122208.51+411248.0,185.535527737,41.2133928108
8988-3703,J122106.05+395334.6,185.275308743,39.8929669303
8988-3704,J123029.23+384917.3,187.621791155,38.8213898629
8988-6101,J121944.77+391445.5,184.936588467,39.2459560193
8988-6102,J122500.28+400926.3,186.251194401,40.1573118205
8988-6103,J122515.28+402347.8,186.313706937,40.3966485794
8988-6104,J122737.49+400938.9,186.908557551,40.1604893506
8988-9101,J122238.56+411704.0,185.66066758,41.2844318126
8988-9102,J122856.34+405046.2,187.234759274,40.8461652669
8989-12701,J114518.44+493859.0,176.326906753,49.649766383
8989-12702,J114728.54+502552.9,176.86896249,50.4313716476
8989-12703,J114905.20+513455.7,177.271667998,51.582213665
8989-12704,J114453.80+511601.1,176.224235153,51.267066724
8989-12705,J115035.31+503445.6,177.647168816,50.5793467796
8989-1901,J114420.19+510109.8,176.08426433,51.0193303344
8989-1902,J114708.90+505959.0,176.787116029,50.9997116142
8989-3701,J114749.04+502419.2,176.954356758,50.4053502186
8989-3702,J114714.75+503005.8,176.811422658,50.5016676379
8989-3703,J114945.30+503137.9,177.440360191,50.5270164143
8989-3704,J114622.21+495321.3,176.59252554,49.8893009866
8989-6101,J115057.54+503710.4,177.739802604,50.6195749965
8989-6102,J114213.62+504053.4,175.556856086,50.6815002144
8989-6103,J113958.44+510904.8,174.993504966,51.1513445994
8989-6104,J115350.98+510152.2,178.462462226,51.0311970644
8989-9101,J114526.10+495244.5,176.35873382,49.8790405576
8989-9102,J115005.84+502802.7,177.524356507,50.4674415773
8990-12701,J113323.02+490216.9,173.345940122,49.0380427423
8990-12702,J113359.22+490343.4,173.496785152,49.0620287376
8990-12703,J113659.20+501327.5,174.246658556,50.2243301833
8990-12704,J113859.53+494641.1,174.747994795,49.7780345061
8990-12705,J113409.01+491516.3,173.537567139,49.2545623779
8990-1901,J113142.97+491659.6,172.929051466,49.2832384904
8990-1902,J113342.29+481907.0,173.426198798,48.3186067851
8990-3701,J113234.49+490632.0,173.145047731,49.1096518237
8990-3702,J113313.50+490606.9,173.306256863,49.1019569875
8990-3703,J113553.37+490931.0,173.972423651,49.1585759893
8990-3704,J113605.30+485718.0,174.022108571,48.9550023427
8990-6101,J113636.64+490346.9,174.152694674,49.063052459
8990-6102,J113442.97+490527.0,173.679071279,49.0908236979
8990-6103,J113854.49+493937.0,174.727119751,49.6603597927
8990-6104,J113858.86+500021.2,174.745255644,50.0058889407
8990-9101,J113543.96+490215.4,173.933151315,49.0376492526
8990-9102,J113543.59+494418.0,173.929666166,49.7378213736
8991-12701,J114136.65+515145.6,175.402722248,51.8627179839
8991-12702,J114431.63+524106.2,176.13182454,52.6850796771
8991-12703,J115321.00+522043.1,178.337530833,52.3453063957
8991-12704,J115036.50+525542.5,177.652146693,52.9284849415
8991-12705,J114745.74+510503.1,176.940672412,51.0841798067
8991-1901,J114151.77+523853.0,175.465781636,52.6481039085
8991-1902,J114616.14+525351.0,176.567273244,52.8975220709
8991-3701,J113654.94+520429.0,174.22898196,52.074745143
8991-3702,J114506.52+533852.7,176.277178933,53.6479627423
8991-3703,J114405.47+525128.6,176.022990288,52.8580410347
8991-3704,J114317.34+524538.4,175.822327233,52.7607282198
8991-6101,J115211.60+515927.7,178.048750543,51.989659304
8991-6102,J114852.31+513307.7,177.217977736,51.5521761435
8991-6103,J114431.12+534057.9,176.129687468,53.6827216477
8991-6104,J115206.22+531840.2,178.025946425,53.3112227907
8991-9101,J114720.19+522918.5,176.83434,52.48843
8991-9102,J115330.58+524121.9,178.377423705,52.6894508496
8992-12701,J112525.63+515302.0,171.3568219,51.8839320984
8992-12702,J112916.12+513123.5,172.317236027,51.5232336738
8992-12703,J113111.65+514153.0,172.798562522,51.6980673726
8992-12704,J113031.49+512721.3,172.631255396,51.4559385954
8992-12705,J112852.40+510002.4,172.218382754,51.0006797463
8992-1901,J112846.34+521454.2,172.192896191,52.248505131
8992-1902,J113453.05+510529.2,173.721051992,51.0914623597
8992-3701,J113029.25+504554.9,172.621931698,50.7652709204
8992-3702,J112637.73+513423.0,171.657261919,51.5730412626
8992-3703,J113406.99+511315.0,173.529250183,51.2208329985
8992-3704,J113356.96+511459.1,173.487347605,51.2497782985
8992-6101,J112825.07+510142.0,172.104499923,51.0283528932
8992-6102,J112916.40+505712.1,172.318390244,50.9533615758
8992-6103,J113209.08+504555.9,173.037843908,50.7655350127
8992-6104,J113513.64+510942.9,173.806890998,51.1619349883
8992-9101,J112550.95+504017.8,171.462218476,50.6716162608
8992-9102,J112943.31+511415.7,172.430513229,51.2376634304
8993-12701,J105925.90+460725.1,164.863945676,46.1223895832
8993-12702,J110011.38+454416.1,165.047451733,45.7378264728
8993-12703,J110101.83+463355.5,165.257580093,46.5654674741
8993-12704,J110147.41+455225.6,165.447609688,45.8737368797
8993-12705,J110133.96+453913.9,165.391530621,45.6538679753
8993-1901,J110022.86+445725.9,165.095274584,44.9571992543
8993-1902,J110645.41+455426.0,166.689224683,45.9072542601
8993-3701,J105737.12+453804.0,164.404725025,45.6344344
8993-3702,J105851.77+471809.1,164.715756413,47.3025090803
8993-3703,J105611.73+465250.4,164.048898948,46.8806666251
8993-3704,J110420.77+460321.9,166.086573291,46.0560974689
8993-6101,J105532.49+445712.4,163.885211474,44.9537209501
8993-6102,J105548.47+455858.5,163.952065008,45.9828907737
8993-6103,J110649.16+455752.6,166.704827641,45.9646320876
8993-6104,J110607.69+450719.9,166.53203684,45.1222551688
8993-9101,J110033.20+462037.2,165.13845,46.34362
8993-9102,J110338.42+451047.8,165.910106905,45.17996731
8994-12701,J104516.11+495247.5,161.317176298,49.8798829113
8994-12702,J104501.47+501628.2,161.256134626,50.2744807858
8994-12703,J104454.42+512930.0,161.2267862,51.4916490493
8994-12704,J104128.71+504843.4,160.369652079,50.8121118698
8994-12705,J104609.50+493236.8,161.539634572,49.5435654232
8994-1901,J103744.46+494608.9,159.435335298,49.7691642851
8994-1902,J105200.77+505034.9,163.00323765,50.8430346056
8994-3701,J103610.02+503218.2,159.041828605,50.5384216958
8994-3702,J103825.04+500112.7,159.604369454,50.0202082193
8994-3703,J103817.98+501106.5,159.574995379,50.1851689244
8994-3704,J103851.51+494718.0,159.714695164,49.7883577635
8994-6101,J105214.75+503340.1,163.061460594,50.5611491355
8994-6102,J103710.91+500721.9,159.301171026,50.1205681408
8994-6103,J103815.28+501339.5,159.563733424,50.2276943977
8994-6104,J105101.01+495346.7,162.754290604,49.8963316265
8994-9101,J103533.80+495402.1,158.890932942,49.9006405869
8994-9102,J104852.48+500211.9,162.218726287,50.0366593211
8995-12701,J113734.27+545111.8,174.392849038,54.8532802408
8995-12702,J114347.42+544229.5,175.948649015,54.7074976278
8995-12703,J115113.46+550659.1,177.806135779,55.1164329396
8995-12704,J114202.09+552334.0,175.511415022,55.3906221812
8995-12705,J115122.69+532639.0,177.844535418,53.4441892852
8995-1901,J114746.55+552324.1,176.944015083,55.3900191479
8995-1902,J114736.51+544504.1,176.902159595,54.7511391587
8995-3701,J114109.85+545840.1,175.291039215,54.9778426641
8995-3702,J114208.17+552524.9,175.53406029,55.4236012526
8995-3703,J114316.27+551639.6,175.817816896,55.2777053166
8995-3704,J114224.49+544627.0,175.602037641,54.7741934127
8995-6101,J114345.19+545043.7,175.938322499,54.8455126976
8995-6102,J114542.90+543228.2,176.428784122,54.5411606858
8995-6103,J114210.72+552729.6,175.544688446,55.4582523542
8995-6104,J114601.91+552510.6,176.508019645,55.4196192057
8995-9101,J114429.81+553439.9,176.124268525,55.577771943
8995-9102,J113643.99+543859.3,174.18414,54.64984
8996-12701,J112438.32+523200.2,171.159777594,52.5334256699
8996-12702,J112928.29+521332.4,172.367915474,52.2256548653
8996-12703,J112754.79+530003.7,171.978359283,53.0010855281
8996-12704,J113211.07+531821.9,173.046344588,53.3060985449
8996-12705,J112958.09+521059.1,172.492084431,52.1831218423
8996-1901,J112353.13+530745.8,170.971389946,53.1293912654
8996-1902,J113059.49+521711.7,172.747894253,52.286610855
8996-3701,J113050.60+521227.7,172.710872121,52.2077083462
8996-3702,J112919.34+540733.8,172.330615748,54.1260847696
8996-3703,J112912.46+534402.2,172.302012552,53.7339659409
8996-3704,J113339.08+524028.4,173.412868529,52.6745867065
8996-6101,J113131.60+512438.2,172.881712438,51.4106143104
8996-6102,J113200.20+534250.5,173.000911677,53.7141009482
8996-6103,J112749.01+534421.9,171.954226115,53.7394266997
8996-6104,J113736.98+533504.5,174.404136013,53.5851736559
8996-9101,J113238.84+532707.8,173.161871962,53.4521662882
8996-9102,J113535.65+514530.6,173.898574725,51.7585184922
8997-12701,J112958.09+521059.1,172.492084431,52.1831218423
8997-12702,J112534.57+523247.0,171.394123778,52.5462969861
8997-12703,J112155.97+525103.6,170.483361192,52.8509678278
8997-12704,J112039.06+523730.1,170.162774962,52.6250411869
8997-12705,J112837.46+504938.7,172.156127006,50.8273829413
8997-1901,J112525.76+523722.2,171.357399251,52.6228783046
8997-1902,J112039.95+504938.2,170.166473867,50.8272870675
8997-3701,J112214.94+504432.3,170.562276175,50.7423359453
8997-3702,J112209.47+510749.5,170.539532448,51.1304263545
8997-3703,J112253.61+512030.1,170.723449707,51.3417778015
8997-3704,J112706.96+510753.9,171.779020656,51.1316446862
8997-6101,J112232.19+513159.3,170.634165673,51.5331403261
8997-6102,J112326.34+514308.4,170.859803262,51.719017951
8997-6103,J111730.79+515758.7,169.378360081,51.9663298857
8997-6104,J112946.32+511444.6,172.443012084,51.2457080513
8997-9101,J112157.02+525746.0,170.487598202,52.9627851505
8997-9102,J112415.73+514432.2,171.065567027,51.7423071352
8998-12701,J105609.37+465341.8,164.038997871,46.8949081779
8998-12702,J105135.44+475707.1,162.89771504,47.9520128327
8998-12703,J105340.89+491047.2,163.420213727,49.1797403729
8998-12704,J105514.14+484327.5,163.809006813,48.7243323624
8998-12705,J105439.31+475144.2,163.663838261,47.8622818036
8998-1901,J105441.54+472707.0,163.673079686,47.4519299988
8998-1902,J105715.12+464513.1,164.313010796,46.753670799
8998-3701,J105018.00+474616.3,162.57501744,47.7711903268
8998-3702,J105432.89+491316.0,163.637034044,49.2211647219
8998-3703,J105453.70+485640.3,163.723813899,48.9445453077
8998-3704,J105539.01+473034.6,163.912613488,47.5096079066
8998-6101,J104932.63+475559.6,162.385986023,47.9332396921
8998-6102,J105417.32+473352.1,163.572311838,47.5644342833
8998-6103,J105518.89+482525.7,163.828729764,48.4238405731
8998-6104,J105644.46+474602.4,164.185313067,47.767312529
8998-9101,J105058.59+470245.4,162.744296601,47.0460002781
8998-9102,J105701.94+464200.3,164.25811451,46.7000796391
8999-12701,J105215.32+494144.5,163.063860959,49.6956970894
8999-12702,J105550.81+494041.1,163.961727629,49.6781033346
8999-12703,J110223.69+500540.0,165.59874549,50.0944615934
8999-12704,J105955.71+502432.0,164.982122326,50.4088297608
8999-12705,J105956.68+500725.6,164.986201771,50.1237569448
8999-1901,J105429.44+503439.1,163.622700303,50.5775427178
8999-1902,J110003.36+500153.0,165.01406067,50.0314072081
8999-3701,J105505.26+490443.7,163.772003078,49.0788060421
8999-3702,J105344.13+492956.0,163.433876181,49.4988684961
8999-3703,J105839.03+501125.2,164.662629367,50.1903401841
8999-3704,J105510.27+492217.3,163.79285328,49.3714644261
8999-6101,J105600.07+495710.2,164.000484902,49.9529079988
8999-6102,J105812.36+501248.3,164.551527597,50.2134538693
8999-6103,J105910.46+501549.5,164.793600164,50.2637478792
8999-6104,J110038.83+501205.1,165.161806175,50.2013906501
8999-9101,J105453.70+485640.3,163.723813899,48.9445453077
8999-9102,J105538.96+495320.7,163.912413488,49.8891291028
9000-12701,J112043.79+534337.4,170.182495688,53.7270639975
9000-12702,J112329.09+534039.9,170.872872528,53.6775646603
9000-12703,J113204.61+533433.5,173.019272091,53.5759809461
9000-12704,J113027.49+540142.4,172.61458805,54.0284636148
9000-12705,J113246.70+525627.1,173.194517196,52.9408979919
9000-1901,J112536.89+542256.0,171.400653635,54.3825744827
9000-1902,J113132.71+523921.6,172.886300459,52.6560298078
9000-3701,J111909.02+535016.0,169.787590121,53.8378312049
9000-3702,J112003.14+543212.4,170.013112863,54.536788041
9000-3703,J111942.44+534257.8,169.926877783,53.716073066
9000-3704,J112203.92+525843.1,170.516321106,52.9786508935
9000-6101,J111602.59+534925.0,169.010843788,53.823619581
9000-6102,J112332.15+532805.4,170.883961956,53.4681970353
9000-6103,J111826.53+542755.9,169.61060952,54.4655546067
9000-6104,J112507.06+541110.0,171.27944055,54.1861452143
9000-9101,J111458.49+533729.7,168.743747542,53.6249599457
9000-9102,J111919.57+534117.5,169.831581113,53.6882024614
9001-12701,J110858.92+502054.0,167.245550959,50.3483337626
9001-12702,J110624.79+512329.9,166.602438433,51.3924129029
9001-12703,J111849.92+514429.6,169.708032528,51.7415530605
9001-12704,J110715.71+515521.2,166.815436494,51.9225442496
9001-12705,J111239.35+504013.8,168.163997566,50.6704842038
9001-1901,J110236.32+504043.7,165.651381038,50.6788154237
9001-1902,J111326.75+514723.4,168.361497759,51.7898396071
9001-3701,J110412.10+504142.8,166.050426251,50.6952447142
9001-3702,J110155.60+511352.2,165.481709166,51.2311891901
9001-3703,J110834.99+515529.0,167.145830484,51.9247410957
9001-3704,J111733.29+511617.7,169.388714235,51.2716169401
9001-6101,J110317.85+504659.8,165.824332177,50.7832536266
9001-6102,J110540.92+503246.3,166.420552361,50.5462257849
9001-6103,J110704.56+514142.6,166.768979469,51.6952397999
9001-6104,J111146.70+520702.7,167.944631582,52.1174330619
9001-9101,J110238.09+504344.5,165.658752936,50.7290295324
9001-9102,J110629.45+521847.2,166.622819859,52.313129648
9002-12701,J144850.84+303351.7,222.211849357,30.5643527667
9002-12702,J145114.40+304132.0,222.810069402,30.6922457183
9002-12703,J145558.28+323732.5,223.992874117,32.6257217102
9002-12704,J145856.92+314712.0,224.737195419,31.786649803
9002-12705,J145436.48+303704.7,223.652055801,30.6180119147
9002-1901,J145426.96+305430.5,223.612367837,30.9085092876
9002-1902,J145250.49+302537.6,223.210424178,30.4270964098
9002-3701,J145120.06+303949.8,222.833618691,30.6638343718
9002-3702,J144845.73+314113.3,222.190590833,31.6870424105
9002-3703,J145114.43+322241.5,222.810136744,32.3781945189
9002-3704,J145337.57+312621.3,223.406567136,31.4392754936
9002-6101,J145145.74+301739.7,222.940610073,30.2943710037
9002-6102,J145300.37+310225.2,223.251556223,31.0403599876
9002-6103,J144808.37+314237.2,222.034919523,31.7103507107
9002-6104,J145602.56+313153.5,224.010716887,31.5315309772
9002-9101,J145154.30+311648.5,222.976271051,31.2801437799
9002-9102,J145450.58+305729.0,223.710919656,30.9579986515
9024-12701,J144738.59+323608.5,221.910822442,32.6023635164
9024-12702,J145332.00+324950.4,223.383358975,32.8306810028
9024-12703,J144740.61+330739.8,221.919226552,33.1277488147
9024-12704,J145150.68+331058.7,222.961188028,33.1829811841
9024-12705,J145528.18+325024.0,223.867459205,32.8400281225
9024-1901,J144948.89+335126.8,222.453764245,33.857455712
9024-1902,J145745.06+330956.2,224.437789488,33.1656344458
9024-3701,J144639.93+332404.4,221.666417171,33.4012281555
9024-3702,J144710.08+331237.6,221.792028246,33.2104733849
9024-3703,J145507.25+345035.9,223.780252613,34.8433306662
9024-3704,J145046.01+330813.1,222.69172747,33.1369855845
9024-6101,J144639.96+331804.4,221.666542185,33.3012218567
9024-6102,J145506.89+334322.0,223.779212841,33.7244456023
9024-6103,J144536.83+341839.2,221.403476803,34.3108847301
9024-6104,J145804.60+340720.4,224.519179379,34.1223408164
9024-9101,J145605.88+342854.5,224.024526979,34.4818306707
9024-9102,J145601.83+330228.8,224.007695632,33.0413565224
9025-12701,J161835.15+294902.3,244.646495589,29.8173161507
9025-12702,J161815.80+293906.9,244.56538,29.64843
9025-12703,J162317.99+301547.4,245.824994179,30.2631600123
9025-12704,J162412.39+300947.9,246.050763599,30.162261411
9025-12705,J162502.31+300636.3,246.259590618,30.1101440207
9025-1901,J162318.73+302801.3,245.828081102,30.4670206295
9025-1902,J162525.97+301834.0,246.358197043,30.3094478193
9025-3701,J162540.24+290851.3,246.417716,29.1476103874
9025-3702,J162330.56+301151.6,245.877362182,30.1976886084
9025-3703,J162515.80+301933.9,246.316195492,30.3241373931
9025-3704,J162626.64+290053.9,246.61102855,29.0149735651
9025-6101,J162640.78+274639.1,246.669962882,27.7775454467
9025-6102,J162145.09+282549.0,245.437898238,28.4302841191
9025-6103,J162015.99+292919.3,245.066669548,29.4887182439
9025-6104,J162926.70+293228.0,247.36126617,29.5411260226
9025-9101,J162031.12+295327.7,245.129711323,29.891024251
9025-9102,J162353.08+292529.3,245.971190796,29.4248514705
9026-12701,J163617.87+440808.5,249.074530943,44.1357161764
9026-12702,J163806.02+434934.0,249.525082478,43.8261181472
9026-12703,J163921.34+450557.1,249.838946627,45.0992039766
9026-12704,J163705.91+441611.1,249.274646194,44.2697534361
9026-12705,J164550.03+435159.3,251.458488506,43.8664730917
9026-1901,J163546.90+442456.0,248.945556458,44.4155805915
9026-1902,J163712.58+440507.8,249.302427061,44.0855107086
9026-3701,J164039.03+432045.8,250.162666154,43.3460878581
9026-3702,J163701.96+442008.1,249.258211407,44.3356049614
9026-3703,J163722.63+442049.6,249.344353233,44.3471229154
9026-3704,J164530.68+433453.8,251.377910739,43.5816413886
9026-6101,J163656.15+442244.4,249.233992481,44.379019163
9026-6102,J163925.58+440355.7,249.85662245,44.065435551
9026-6103,J163733.82+445214.7,249.390916115,44.8707860731
9026-6104,J164256.30+435948.8,250.734618202,43.9969039082
9026-9101,J163716.42+442505.6,249.318419223,44.4182296144
9026-9102,J164327.26+432111.3,250.863614089,43.353180464
9027-12701,J161544.61+315750.2,243.935921424,31.9639551562
9027-12702,J161556.08+312424.4,243.983677316,31.4067703397
9027-12703,J162136.66+305210.4,245.402779754,30.8695636274
9027-12704,J162123.19+322056.4,245.346646891,32.3490136493
9027-12705,J161732.80+313436.0,244.38849,31.57767
9027-1901,J162244.78+323933.0,245.686628102,32.6591618473
9027-1902,J162442.23+320351.7,246.175999716,32.0643726324
9027-3701,J162408.61+305708.9,246.035918866,30.9524878972
9027-3702,J162034.03+325605.7,245.14186338,32.9349279137
9027-3703,J162412.96+315232.9,246.054052035,31.8758578693
9027-3704,J162441.89+304551.0,246.175689774,30.7643760037
9027-6101,J162052.65+302753.5,245.219436043,30.4648849298
9027-6102,J162152.61+304716.2,245.46912942,30.7878551925
9027-6103,J162259.86+320051.2,245.749499652,32.0142382813
9027-6104,J162244.60+321300.0,245.685828787,32.21665959
9027-9101,J161537.77+311916.7,243.907395061,31.321300172
9027-9102,J162102.10+314520.4,245.258780459,31.7556833502
9028-12701,J160824.23+294517.3,242.10095866,29.7548343494
9028-12702,J161154.20+301959.9,242.975066254,30.332783222
9028-12703,J161336.08+300943.5,243.400394115,30.1620873125
9028-12704,J161427.59+295828.9,243.615790912,29.9738333089
9028-12705,J161258.58+293323.7,243.244129321,29.5566051488
9028-1901,J161040.75+301518.4,242.669821825,30.2551391434
9028-1902,J161224.35+292419.6,243.101495435,29.4054660337
9028-3701,J161330.07+290836.2,243.375309447,29.1433909443
9028-3702,J160956.96+300623.4,242.487356556,30.1065282525
9028-3703,J161456.99+304514.5,243.737474935,30.754077946
9028-3704,J161158.10+295018.9,242.992214683,29.838538065
9028-6101,J161235.22+292154.2,243.146783797,29.3650771935
9028-6102,J161235.49+292905.0,243.148045386,29.4847761143
9028-6103,J161253.30+292506.5,243.22210877,29.4184768875
9028-6104,J161503.97+300446.6,243.766572607,30.079626171
9028-9101,J161206.14+282955.9,243.025586046,28.4988658036
9028-9102,J161211.26+293426.8,243.046924778,29.5741100762
9029-12701,J163039.21+411238.5,247.6627,41.2105
9029-12702,J162900.40+411703.3,247.251721144,41.2842648761
9029-12703,J163257.87+423128.8,248.241178174,42.5246701197
9029-12704,J162852.06+424843.2,247.21695308,42.8120113452
9029-12705,J163019.05+410607.4,247.579418669,41.1020792928
9029-1901,J162640.34+420136.3,246.668109413,42.0267543146
9029-1902,J162556.93+413119.5,246.487237926,41.5220653861
9029-3701,J162736.01+410949.6,246.900048575,41.1637663766
9029-3702,J162827.56+410939.6,247.114855378,41.1610029708
9029-3703,J162737.70+423817.6,246.907116078,42.6382296108
9029-3704,J162839.57+410639.6,247.164907423,41.1110262056
9029-6101,J162745.58+410421.7,246.939953427,41.0727088634
9029-6102,J162534.00+414058.9,246.392914881,41.6813939003
9029-6103,J162649.05+424044.1,246.704385548,42.6788992075
9029-6104,J162851.84+424600.7,247.216030793,42.766888444
9029-9101,J162954.43+413616.3,247.476832176,41.6045233565
9029-9102,J162726.50+424049.9,246.855144495,42.6797142778
9030-12701,J160855.53+303848.1,242.231376073,30.6466987116
9030-12702,J160919.78+300038.7,242.332421739,30.0107585204
9030-12703,J161305.60+305428.9,243.273382535,30.9080748758
9030-12704,J161221.81+302400.1,243.090907524,30.4000566601
9030-12705,J161242.69+295404.7,243.17790839,29.9013383981
9030-1901,J161116.82+311126.1,242.820134815,31.1905903822
9030-1902,J160745.89+292012.3,241.94121317,29.3367659657
9030-3701,J160948.09+300837.9,242.449861504,30.143129494
9030-3702,J160456.20+303132.7,241.234173483,30.5257756022
9030-3703,J161256.96+304614.5,243.237336465,30.7707197547
9030-3704,J161238.84+293836.8,243.161858352,29.6435938736
9030-6101,J161137.50+293613.8,242.906269965,29.603836443
9030-6102,J161202.15+295323.3,243.008967385,29.8898028231
9030-6103,J161127.24+294738.8,242.863524824,29.7941225225
9030-6104,J161403.98+310802.3,243.516642317,31.1339987407
9030-9101,J160721.78+285105.8,241.840765375,28.8516255628
9030-9102,J161417.12+305958.0,243.571358133,30.9994687598
9031-12701,J155547.64+444006.7,238.948509456,44.668543326
9031-12702,J160024.82+435603.7,240.103442938,43.9343505678
9031-12703,J161116.61+450716.7,242.81921762,45.1213180675
9031-12704,J160512.38+452711.8,241.301540035,45.4531856472
9031-12705,J160436.23+435247.2,241.150984777,43.8797876113
9031-1901,J160228.37+443229.2,240.618266812,44.5414487067
9031-1902,J160406.97+443259.1,241.029075186,44.5497654429
9031-3701,J155856.81+444551.7,239.736692335,44.7643759603
9031-3702,J155701.65+450148.5,239.256899078,45.0301567614
9031-3703,J160054.36+452524.9,240.226530062,45.4235651863
9031-3704,J155953.98+444232.4,239.974949776,44.7089900857
9031-6101,J155937.57+450942.9,239.90659463,45.1619324114
9031-6102,J155942.89+445431.5,239.92875037,44.9087343449
9031-6103,J155544.03+450759.5,238.933545409,45.1331710385
9031-6104,J160220.53+442812.6,240.585568651,44.4701755925
9031-9101,J155639.49+453226.8,239.164562448,45.5407813179
9031-9102,J160535.55+441222.1,241.398151375,44.2061255674
9032-12701,J160154.28+315337.0,240.475077822,31.8920616895
9032-12702,J160548.66+304301.3,241.452769626,30.7170587416
9032-12703,J160101.82+321003.9,240.257583561,32.1677784687
9032-12704,J160646.83+315201.3,241.695180027,31.8669854745
9032-12705,J160500.28+293641.5,241.251185189,29.6115330631
9032-1901,J160334.65+314955.5,240.894392173,31.8320898519
9032-1902,J160810.70+313055.0,242.044617935,31.5152909639
9032-3701,J160030.70+302306.9,240.129060988,30.3850657623
9032-3702,J155939.02+314621.4,239.913150309,31.7748148825
9032-3703,J160605.67+310810.7,241.523689436,31.1363009913
9032-3704,J160451.74+303133.6,241.215606019,30.5260117829
9032-6101,J160709.30+303105.5,241.788769992,30.5182030643
9032-6102,J160603.61+303900.8,241.515077927,30.6502367309
9032-6103,J160211.55+303346.6,240.548167423,30.5629612132
9032-6104,J160720.21+302846.5,241.834275695,30.4796108306
9032-9101,J155945.70+311252.2,239.940438398,31.2145068125
9032-9102,J160941.59+304102.9,242.427587251,30.6816568246
9033-12701,J144754.08+463053.7,221.975381891,46.5149290944
9033-12702,J145155.44+464454.2,222.981012263,46.7484117581
9033-12703,J145726.76+454917.0,224.361594392,45.8214161418
9033-12704,J144853.18+473220.2,222.221617871,47.5389419193
9033-12705,J145604.37+452418.9,224.018183078,45.4052658652
9033-1901,J145009.20+471900.9,222.538451189,47.3169345467
9033-1902,J145252.45+451405.3,223.218540019,45.2348005077
9033-3701,J145120.29+464105.9,222.834577626,46.684999005
9033-3702,J144921.02+472503.0,222.33771869,47.417495139
9033-3703,J145144.37+475156.7,222.934895934,47.865755426
9033-3704,J145541.39+453226.9,223.92242919,45.5407519444
9033-6101,J144556.44+455456.9,221.485183467,45.9158181732
9033-6102,J145203.51+470439.9,223.014662198,47.077801048
9033-6103,J145420.10+470022.3,223.583758778,47.0061875972
9033-6104,J145604.88+472712.4,224.02036874,47.4534536826
9033-9101,J144407.09+470137.1,221.029543945,47.0269767174
9033-9102,J145324.60+462907.9,223.352619318,46.4855854915
9034-12701,J150014.14+462610.4,225.059027441,46.4362390261
9034-12702,J150744.15+464042.4,226.934003529,46.6784437629
9034-12703,J151313.98+470608.3,228.308283217,47.1023203161
9034-12704,J150930.36+462933.6,227.376516407,46.4926741474
9034-12705,J151008.79+460616.8,227.53668071,46.1046806603
9034-1901,J150653.64+470325.0,226.723545234,47.0569664208
9034-1902,J150544.66+464718.9,226.436112508,46.7885937658
9034-3701,J150604.39+462007.8,226.518322506,46.3355093377
9034-3702,J150507.28+465749.1,226.280329138,46.9636589157
9034-3703,J150712.65+461829.8,226.802749807,46.3083082403
9034-3704,J151018.15+460355.9,227.575623577,46.0655109653
9034-6101,J150951.89+462657.9,227.466267684,46.4494231723
9034-6102,J150604.80+462210.6,226.520041326,46.36959369
9034-6103,J150048.22+473947.6,225.200970332,47.6632368567
9034-6104,J150422.21+474112.0,226.09255143,47.6866827164
9034-9101,J150439.39+472611.4,226.164161535,47.436509877
9034-9102,J150509.94+453338.5,226.291453527,45.5607391688
9035-12701,J154552.77+441547.6,236.469969242,44.2632173071
9035-12702,J154614.02+445752.6,236.558432622,44.964591611
9035-12703,J155005.28+452016.9,237.522038541,45.3380278865
9035-12704,J154511.69+450916.2,236.298747667,45.154509011
9035-12705,J154530.59+440058.9,236.377526846,44.0163790263
9035-1901,J154137.28+441619.9,235.405343475,44.2721842726
9035-1902,J154335.76+435032.0,235.89912,43.84218
9035-3701,J154451.38+434150.9,236.214156391,43.6974636982
9035-3702,J154336.36+440937.4,235.901567289,44.1603787367
9035-3703,J154235.93+444023.8,235.649766072,44.6732566299
9035-3704,J154642.62+432220.9,236.677624895,43.3724791101
9035-6101,J154723.57+432852.9,236.848238911,43.4813880657
9035-6102,J154637.05+434101.2,236.654443702,43.6836515891
9035-6103,J154534.93+442609.8,236.395541802,44.4360419069
9035-6104,J154600.00+454352.7,236.498655292,45.7312979333
9035-9101,J154147.27+453321.6,235.447005775,45.5560008092
9035-9102,J154420.06+445636.6,236.083608174,44.9435181253
9036-12701,J155303.99+434103.9,238.26846,43.68385
9036-12702,J160021.61+430255.3,240.090226485,43.048708862
9036-12703,J155547.64+444006.7,238.948509456,44.668543326
9036-12704,J160224.40+424525.4,240.601734639,42.7570781606
9036-12705,J160407.16+424830.5,241.029888829,42.8084936865
9036-1901,J155856.81+444551.7,239.736692335,44.7643759603
9036-1902,J155138.77+433822.5,237.911616858,43.6395938515
9036-3701,J155627.25+420604.1,239.113568186,42.1011405811
