plateifu,iauname,objra,objdec
10513-12704,J092547.46+020522.6,141.447773288,2.08960233347
10513-12705,J092429.63+011243.3,141.123598297,1.21203549842
10513-1901,J092015.60+011719.7,140.065052015,1.28884026262
10513-1902,J092129.45-001607.9,140.372732157,-0.268860484044
10513-3701,J092318.49+013457.0,140.827895393,1.58311208801
10513-3702,J091942.14+011932.9,139.925621433,1.32580919267
10513-3703,J092313.21+020336.2,140.805132647,2.06006035127
10513-3704,J092623.23+013454.3,141.596842172,1.58176565935
10513-6101,J092545.71-000650.1,141.440478727,-0.113960101805
10513-6102,J092620.13+002726.7,141.583919955,0.457419463447
10513-6103,J092406.48+020457.0,141.026997849,2.08251109398
10513-6104,J092835.80+013442.7,142.149234095,1.57855330659
10513-9101,J092644.72+010915.4,141.686353761,1.15429681512
10513-9102,J092732.77+014536.8,141.88658733,1.760245444
10514-12701,J093400.37+022838.1,143.501509872,2.47729699669
10514-12702,J093652.39+030815.4,144.2185935,3.13735266543
10514-12703,J093552.51+040100.5,143.968853917,4.0168115719
10514-12704,J094227.20+032049.6,145.613449472,3.34728135553
10514-12705,J093830.66+023423.7,144.62822,2.57328
10514-1901,J093445.77+030547.0,143.690715268,3.09643639786
10514-1902,J094236.54+023416.2,145.65237,2.5711
10514-3701,J093640.73+024212.8,144.169753026,2.70357082064
10514-3702,J093456.38+031518.9,143.734945063,3.25527333962
10514-3703,J093810.83+030444.0,144.54517272,3.07892141209
10514-3704,J094237.69+020533.1,145.657043911,2.09254870044
10514-6101,J093559.85+022746.1,143.999404537,2.46283299157
10514-6102,J094039.32+022923.5,145.163894791,2.48990023939
10514-6103,J094153.00+025807.9,145.470851736,2.96887156738
10514-6104,J094307.68+032548.1,145.782003228,3.43005485524
10514-9101,J093757.50+032746.5,144.489626451,3.46291469133
10514-9102,J094036.39+033436.9,145.151611328,3.57702112198
10515-12701,J095031.36+041238.1,147.630692086,4.2105830266
10515-12702,J095200.71+040902.7,148.002980984,4.15077036024
10515-12703,J095537.74+052746.8,148.907297616,5.46304830801
10515-12704,J095208.27+041508.2,148.034450541,4.25231711354
10515-12705,J095250.38+033556.7,148.209994818,3.5990648666
10515-1901,J094918.08+053357.4,147.325419485,5.56595651099
10515-1902,J094926.66+040011.4,147.361095245,4.00315975513
10515-3701,J094900.73+041811.2,147.253068894,4.30316933692
10515-3702,J095003.06+061030.7,147.512787176,6.17520520052
10515-3703,J094958.19+053112.9,147.492434513,5.52012829688
10515-3704,J095035.08+044623.2,147.646179593,4.77311761979
10515-6101,J095147.39+033355.0,147.947455457,3.56530918454
10515-6102,J094936.65+040658.6,147.402764159,4.11628565631
10515-6103,J095111.37+060455.1,147.79742386,6.08197351691
10515-6104,J095711.39+051201.0,149.297875445,5.20136465374
10515-9101,J095014.42+041155.7,147.560052618,4.19885930859
10515-9102,J095540.47+050236.5,148.918667352,5.043535237
10516-12701,J100207.04+030327.6,150.529327393,3.05768609047
10516-12702,J100546.90+021435.9,151.445929139,2.24663975841
10516-12703,J100734.22+033412.0,151.892612414,3.56998339052
10516-12704,J100511.72+032114.9,151.298931289,3.3541530457
10516-12705,J100524.56+023256.7,151.352396207,2.54917121522
10516-1901,J100534.97+030313.0,151.395741231,3.05361497547
10516-1902,J100620.17+030728.2,151.584071897,3.12455907023
10516-3701,J100349.30+021616.8,150.955434487,2.27135412334
10516-3702,J100612.34+023126.0,151.551455242,2.52386220768
10516-3703,J100729.30+034025.1,151.872095708,3.67364870273
10516-3704,J100518.76+022944.6,151.32819022,2.49572834451
10516-6101,J100433.47+014715.9,151.139472965,1.78775333438
10516-6102,J100527.68+023759.0,151.365365365,2.63310725442
10516-6103,J100725.48+033031.5,151.856179318,3.50876498818
10516-6104,J100720.65+040445.5,151.836078887,4.07931108101
10516-9101,J100608.36+025808.5,151.534866683,2.96902542051
10516-9102,J100746.05+032214.9,151.941809766,3.37104432427
10517-12701,J095841.76+051551.4,149.673993891,5.26433975372
10517-12702,-9999,149.99409,5.32659
10517-12703,J100535.79+041645.8,151.399124178,4.27941035421
10517-12704,J100017.11+045319.5,150.071302979,4.8887850018
10517-12705,J100220.17+034201.5,150.584057788,3.70042331118
10517-1901,J100155.81+061800.9,150.482585714,6.30027090934
10517-1902,J100247.00+042559.8,150.695884418,4.43327940561
10517-3701,J100401.62+040304.2,151.006757787,4.05117649365
10517-3702,J100024.31+042405.8,150.101312477,4.40163275046
10517-3703,J100103.36+043709.4,150.264031519,4.61927817236
10517-3704,J100345.68+034034.8,150.94037383,3.67634103993
10517-6101,J100403.86+041653.1,151.01609322,4.28144369832
10517-6102,J100440.89+044906.0,151.17068946,4.81820297683
10517-6103,J100003.94+044845.0,150.016408109,4.81252820355
10517-6104,J100257.56+061617.8,150.739858783,6.27163619047
10517-9101,J095806.49+042200.1,149.527077928,4.36671357259
10517-9102,J100602.15+043119.6,151.50901051,4.52213467075
10518-12701,J100639.57+055844.6,151.664931445,5.979090741
10518-12702,J101251.65+044730.4,153.213904967,4.79449234904
10518-12703,J101531.79+060142.7,153.882489892,6.02854575544
10518-12704,J101042.59+061157.0,152.680678392,6.20039141093
10518-12705,J101620.30+044919.9,154.085415569,4.82202893955
10518-1901,J100518.52+053410.8,151.327179949,5.56968701775
10518-1902,J101559.94+045717.1,153.999769192,4.95475578525
10518-3701,J101128.98+050856.6,152.870773315,5.14903593063
10518-3702,J101034.96+061002.3,152.645678612,6.16729561947
10518-3703,J101028.68+053212.4,152.620083333,5.5368
10518-3704,J101659.86+050734.6,154.249427447,5.12629265284
10518-6101,J100614.30+054723.2,151.559595312,5.78980506263
10518-6102,J101516.66+052313.0,153.819454626,5.38695887702
10518-6103,J100530.25+054019.5,151.376076038,5.67209502238
10518-6104,J101643.36+050916.1,154.180712461,5.15450020525
10518-9101,J100816.02+045455.3,152.066817164,4.9153789579
10518-9102,J101502.66+054036.9,153.761128184,5.67693109095
10519-12701,J101750.79+055146.9,154.46024341,5.86359308276
10519-12702,J101758.98+051822.6,154.495771357,5.30625996878
10519-12703,J101842.27+064802.2,154.676168392,6.80063753804
10519-12704,J101935.04+061934.9,154.896046528,6.32635857324
10519-12705,J102251.01+044556.8,155.712556543,4.76579400096
10519-1901,J101750.20+063755.9,154.459189205,6.6322478037
10519-1902,J101808.57+062552.8,154.53574771,6.43135496705
10519-3701,J101621.22+055829.9,154.088470531,5.97499672939
10519-3702,J101600.88+060832.5,154.003707593,6.14239416346
10519-3703,J101801.39+054555.0,154.505850861,5.76529807931
10519-3704,J101823.63+054410.0,154.598493301,5.73612746941
10519-6101,-9999,154.0135,5.12019444444
10519-6102,J101917.59+044543.0,154.823301033,4.763065705
10519-6103,J101600.20+061505.2,154.000869673,6.25144337805
10519-6104,J101859.38+064000.0,154.747455781,6.66668719138
10519-9101,J102003.09+051214.7,155.012887861,5.20411639335
10519-9102,J102136.33+060133.3,155.401392135,6.0259470289
10520-12701,J102608.77+042222.0,156.536580101,4.37280550892
10520-12702,J102503.91+050416.8,156.266309583,5.07132886241
10520-12703,J103141.91+053435.1,157.924784457,5.57653358558
10520-12704,J103004.78+050251.0,157.51995884,5.0475459684
10520-12705,J103142.27+040341.9,157.926203651,4.06165395824
10520-1901,J103014.48+054453.3,157.560367758,5.74815424575
10520-1902,J102849.96+045738.0,157.208174735,4.96056352815
10520-3701,J102517.42+045601.2,156.323175482,4.93432809008
10520-3702,J103452.58+050602.0,158.719106156,5.10058797965
10520-3703,J103457.07+044954.3,158.737837257,4.83178336808
10520-3704,J103501.94+043241.7,158.758122998,4.54492164998
10520-6101,J103137.45+040107.0,157.90605218,4.01863688012
10520-6102,J103333.69+041549.7,158.390418286,4.26384019009
10520-6103,J103056.13+055552.9,157.733959873,5.93136162735
10520-6104,J103106.95+040659.7,157.778996431,4.11659218313
10520-9101,J102525.91+053203.7,156.357997538,5.53438821263
10520-9102,J102600.53+052903.5,156.502237368,5.48432251532
10837-12701,J103752.49+022319.9,159.469125208,2.38905383009
10837-12702,J103919.46+021918.3,159.831131455,2.32176583596
10837-12703,J103959.83+030644.2,159.999304944,3.11228059319
10837-12704,J104358.39+015608.9,160.993312407,1.93580480758
10837-12705,J104233.87+005619.0,160.63815,0.93324
10837-1901,J103954.25+005744.1,159.976087124,0.962293208683
10837-1902,J104101.22+003757.5,160.255051842,0.632621978343
10837-3701,J104034.48+004902.6,160.143695777,0.817428701321
10837-3702,J103604.56+025111.5,159.019020597,2.85321258516
10837-3703,J104302.56+005418.2,160.760695729,0.905083425199
10837-3704,J104351.95+010342.1,160.966486064,1.06166869482
10837-6101,J104509.49+013252.8,161.289586888,1.54801263764
10837-6102,J103918.49+005023.4,159.827060624,0.839857502776
10837-6103,J103923.48+010121.1,159.847849312,1.02254887965
10837-6104,J104431.01+022158.8,161.129246276,2.36634677218
10837-9101,J103856.59+024044.4,159.735866865,2.67900616797
10837-9102,J103723.62+021845.5,159.348457701,2.31264604946
10838-12701,J094545.38+335212.8,146.439158931,33.8702469092
10838-12702,J094605.84+343711.0,146.523056831,34.6242573202
10838-12703,J094943.19+351109.8,147.429978152,35.18604685
10838-12704,J094651.91+351503.9,146.716362478,35.2510982477
10838-12705,J095053.36+343113.6,147.722376009,34.520453146
10838-1901,J094705.90+344530.9,146.775298691,34.7567946051
10838-1902,J095012.07+344155.1,147.550308228,34.6986732483
10838-3701,J094501.33+351430.9,146.255605474,35.2419252494
10838-3702,J094510.19+354643.9,146.293094987,35.7776130412
10838-3703,J094638.54+355942.6,146.660607822,35.9951893756
10838-3704,J094816.69+352530.1,147.069597496,35.4250109523
10838-6101,J094200.29+352152.2,145.50128,35.36446
10838-6102,J094425.89+344208.0,146.10779127,34.7023554655
10838-6103,J094539.54+360000.7,146.414570885,36.0000267413
10838-6104,J094952.11+344250.8,147.467172107,34.7140936363
10838-9101,J094315.84+351222.4,145.81603731,35.2061981095
10838-9102,J094419.63+340255.8,146.081824536,34.0488718479
10839-12701,J085018.15+000333.8,132.575685553,0.0593594320599
10839-12702,J085001.60+001332.7,132.506703434,0.225763019316
10839-12703,J085002.24+021707.9,132.509380358,2.28553518153
10839-12704,J085056.78+022018.2,132.736664032,2.33839227479
10839-12705,J085043.08+012102.4,132.679525546,1.35070562856
10839-1901,J085044.08+011757.7,132.683673156,1.29938672517
10839-1902,J085112.86+010342.8,132.803665792,1.06192681901
10839-3701,J085109.49+001512.0,132.790822775,0.253587446433
10839-3702,J085404.40+005111.6,133.518356818,0.853219180097
10839-3703,J085401.38+003332.3,133.505767787,0.558987867713
10839-3704,J085408.51+002954.8,133.535519558,0.498575749456
10839-6101,J085358.68+002100.1,133.494549102,0.35004036322
10839-6102,J085050.70+002223.8,132.711264883,0.373292482472
10839-6103,J084825.61+021716.0,132.106748492,2.28783076249
10839-6104,J084933.08+014340.8,132.387849075,1.72803042836
10839-9101,J085428.19+011207.3,133.617493901,1.20203192978
10839-9102,J085436.60+003833.2,133.652534765,0.642573944
10840-12701,J085327.87+041910.8,133.366153731,4.31967492711
10840-12702,J085553.18+042230.0,133.971619306,4.37502180545
10840-12703,J090115.63+040705.1,135.315147082,4.11804257374
10840-12704,J085332.76+044655.5,133.386398991,4.78184191969
10840-12705,J085720.59+025520.9,134.335451059,2.92133826593
10840-1901,J085306.72+034852.7,133.278068655,3.81465039044
10840-1902,J085826.21+032338.6,134.609204327,3.39407130728
10840-3701,J085245.61+033551.4,133.190069669,3.59764017153
10840-3702,J085541.98+045941.2,133.924936501,4.99479158211
10840-3703,J085805.29+034523.2,134.522081756,3.75649240107
10840-3704,J085851.23+025446.9,134.713506361,2.91308119194
10840-6101,J085133.75+030602.9,132.890666103,3.10069058685
10840-6102,J085355.02+034408.8,133.479259235,3.73579678591
10840-6103,J085516.84+042804.1,133.82022248,4.46782541518
10840-6104,J090049.81+043459.8,135.207561214,4.58329986702
10840-9101,J085444.74+041806.8,133.686417867,4.3019054711
10840-9102,J085739.53+025915.6,134.41458,2.98752
10841-12701,J092800.99+014011.9,142.002658665,1.67148730899
10841-12702,J092346.36+024510.7,140.94296677,2.75330166004
10841-12703,J092442.61+032209.4,141.177570504,3.36929686302
10841-12704,J093058.73+034827.7,142.744758326,3.80772056638
10841-12705,J093223.07+023251.6,143.096339072,2.54760497021
10841-1901,J093256.42+025621.5,143.235132181,2.93930954322
10841-1902,J093421.14+030634.0,143.588103543,3.1094669236
10841-3701,J092941.17+021220.0,142.421556777,2.20557617386
10841-3702,J092628.20+021801.0,141.617532291,2.30029281608
10841-3703,J093018.65+034918.8,142.577724835,3.82190857263
10841-3704,J092926.22+020414.5,142.359262489,2.07070953407
10841-6101,J092741.14+015358.5,141.921452471,1.89959942368
10841-6102,J092953.54+021649.3,142.473127056,2.28036169766
10841-6103,J092454.79+032121.0,141.228315879,3.35585557285
10841-6104,J093352.57+030723.9,143.46898,3.12337
10841-9101,J092722.97+020808.1,141.845740743,2.1356121571
10841-9102,J092741.66+035939.1,141.923608314,3.99419539889
10842-12701,J092038.45+034523.1,140.16036,3.75627
10842-12702,J091933.11+055257.9,139.888017431,5.88279932367
10842-12703,J092502.34+061607.7,141.259771874,6.26879065013
10842-12704,J092217.40+044227.0,140.57332378,4.70834336026
10842-12705,J092510.19+042754.2,141.292491111,4.46504814413
10842-1901,J092351.24+051141.7,140.963576504,5.19494607791
10842-1902,-9999,141.110930141,5.171726584
10842-3701,J092042.48+045738.5,140.177024056,4.96070994469
10842-3702,J092401.09+051233.8,141.004574848,5.20940118343
10842-3703,J092415.29+055607.0,141.06409,5.94114
10842-3704,J092523.37+043032.5,141.347424836,4.50906861972
10842-6101,J092408.54+040046.1,141.035609483,4.01284220534
10842-6102,J092002.85+054407.7,140.011912499,5.73558574674
10842-6103,J092104.95+061144.4,140.270627533,6.19564114315
10842-6104,J092512.55+052106.2,141.30231632,5.35174260957
10842-9101,J091857.89+055314.9,139.741936179,5.88839374287
10842-9102,J092739.77+050312.5,141.915720758,5.05347559169
10843-12701,J095638.61-002128.8,149.160893852,-0.358021784
10843-12702,J095614.70+000610.8,149.061202365,0.10314432417
10843-12703,J095837.75+005214.6,149.657311739,0.870762819465
10843-12704,J095849.83+005012.2,149.707718089,0.836657711419
10843-12705,J095835.22-005013.0,149.646777162,-0.836918826549
10843-1901,J095749.53-001239.3,149.456451416,-0.210921883583
10843-1902,J095931.53-001523.5,149.88145083,-0.256509657052
10843-3701,J095555.07-001125.0,148.979516543,-0.190297943214
10843-3702,J095635.60+012541.0,149.149134006,1.4285257225
10843-3703,J095621.64-001505.1,149.09069,-0.25119
10843-3704,J095837.12-005546.2,149.654693352,-0.92951790946
10843-6101,J095747.48-001810.4,149.447919799,-0.302893892239
10843-6102,J095651.39+001231.6,149.214179832,0.208807007934
10843-6103,J095523.17+005243.6,148.846633049,0.878933630002
10843-6104,J095609.84+001933.0,149.041018227,0.325862090579
10843-9101,J095343.89-000524.7,148.43291,-0.09018
10843-9102,J095627.00+000746.9,149.112571269,0.129737435983
10844-12701,J093814.89+040909.4,144.561800817,4.1525380148
10844-12702,J094308.55+035624.9,145.785701673,3.94021044647
10844-12703,J094100.56+053430.7,145.252349441,5.57521162199
10844-12704,J093956.37+045814.2,144.984886675,4.97059706983
10844-12705,J094309.61+035200.2,145.79002218,3.86671862661
10844-1901,J093818.39+040538.9,144.57672,4.09397
10844-1902,J094426.95+042956.8,146.112319946,4.49913597107
10844-3701,J094005.20+043722.9,145.021695659,4.62302920354
10844-3702,J094221.71+042116.1,145.590507164,4.35448236168
10844-3703,J094535.44+042438.1,146.397714484,4.41058420411
10844-3704,J094641.59+041905.1,146.67330885,4.31810959182
10844-6101,J093953.61+034850.2,144.973404651,3.81402522897
10844-6102,J094420.84+043531.8,146.086870473,4.59218365697
10844-6103,J094421.85+060431.7,146.091076075,6.07547623633
10844-6104,J094323.34+061803.7,145.847277242,6.30103139194
10844-9101,J093826.23+051222.8,144.609457956,5.20638455722
10844-9102,J094319.52+055343.8,145.831379014,5.89553882207
10845-12701,J095155.34+032900.3,147.98060382,3.48339681461
10845-12702,J095410.49+021711.9,148.54456,2.28718
10845-12703,J095929.48+035335.2,149.872800868,3.89310179389
10845-12704,J100108.31+031646.6,150.284667141,3.27964173031
10845-12705,J100057.25+030830.4,150.238559763,3.14176993025
10845-1901,J095340.08+032900.9,148.4170157,3.48359201386
10845-1902,J095751.84+014519.4,149.46602759,1.75540777215
10845-3701,J095551.07+013441.3,148.962814973,1.5781134226
10845-3702,J095428.25+022338.9,148.617712893,2.39416041011
10845-3703,J095658.29+034636.4,149.244441227,3.77796056541
10845-3704,J095334.87+025806.0,148.395312617,2.96832896038
10845-6101,J095822.50+013504.9,149.593812964,1.58470921575
10845-6102,J095322.33+024030.5,148.343062393,2.67511861027
10845-6103,J095650.52+034459.0,149.210547355,3.74974999602
10845-6104,J095832.70+032715.3,149.636259993,3.45426345784
10845-9101,J095407.26+031023.0,148.530300975,3.17309905231
10845-9102,J095907.77+024213.2,149.78242985,2.70369560508
10846-12701,J101648.72-005101.3,154.203033529,-0.850370750858
10846-12702,J101425.69-005215.0,153.607092435,-0.871871725209
10846-12703,J101740.60-002854.0,154.419187615,-0.481650160624
10846-12704,J101602.10-001504.6,154.008805425,-0.251277945605
10846-12705,J101737.70-004646.0,154.4064,-0.77982
10846-1901,J101431.40-001534.1,153.63085745,-0.259439269596
10846-1902,J101445.89-002021.6,153.691233229,-0.339349545131
10846-3701,J101358.70-005700.0,153.495417658,-0.951625282797
10846-3702,J101353.44-005236.0,153.472705403,-0.876670565249
10846-3703,J101741.95-003503.2,154.42483585,-0.584250259153
10846-3704,J101817.51-004331.3,154.572992959,-0.725380172554
10846-6101,J101016.13-000429.2,152.567214966,-0.0747910365462
10846-6102,J101342.00-005422.0,153.426107934,-0.907199459025
10846-6103,J101454.14-004740.2,153.725625974,-0.794537716089
10846-6104,J101808.75+000607.7,154.527786255,0.0999489203095
10846-9101,J101437.09-005340.9,153.650893855,-0.887640757253
10846-9102,J101439.69-004949.0,153.664814004,-0.830923749107
11004-12701,J130426.67+271821.0,196.110590139,27.304313566
11004-12702,J130526.84+251128.2,196.361826695,25.1910488195
11004-12703,J130329.08+263301.7,195.871154137,26.5505176578
11004-12704,J130814.10+273057.0,197.05877422,27.5158507658
11004-12705,J130428.23+264019.0,196.117632043,26.6719551868
11004-1901,J130743.14+273034.7,196.929799257,27.5096494472
11004-1902,J131437.60+260726.2,198.656661987,26.1239738464
11004-3701,J130728.40+264331.9,196.868220952,26.7255060341
11004-3702,J130802.57+271840.0,197.010790772,27.3112132886
11004-3703,J131141.07+262331.4,197.92175293,26.3901329041
11004-3704,J131302.49+255713.8,198.260390445,25.953825952
11004-6101,J130635.40+271009.0,196.648322599,27.1687341435
11004-6102,J131254.29+263205.9,198.226380503,26.5350713864
11004-6103,J130452.35+265508.7,196.218172202,26.9190881488
11004-6104,J131259.30+270832.9,198.247802298,27.1415252303
11004-9101,J130539.11+260623.6,196.413014946,26.106523256
11004-9102,J131502.18+263544.0,198.759097669,26.5955980426
11006-12701,J125416.75+280435.7,193.569892863,28.0765879493
11006-12702,J125821.70+280855.5,194.590447844,28.1487789817
11006-12703,J130059.25+275359.3,195.24691982,27.8998323789
11006-12704,J130042.83+275747.0,195.178493261,27.9630948504
11006-12705,J125944.21+275203.6,194.934241596,27.8676751064
11006-1901,J125814.99+280732.9,194.562693448,28.1259211296
11006-1902,J130119.05+280741.2,195.329418324,28.1281507871
11006-3701,J125452.71+263433.2,193.719666775,26.5759140543
11006-3702,J125248.89+272406.5,193.203764794,27.4018304834
11006-3703,J125857.62+274707.5,194.740148776,27.7854505313
11006-3704,J125937.35+272009.7,194.90563529,27.3360583701
11006-6101,J125151.57+271520.1,192.964929283,27.2556207857
11006-6102,J125734.39+270130.9,194.402261608,27.0313661613
11006-6103,J125724.35+272952.1,194.351484771,27.4978172081
11006-6104,J125951.49+274945.9,194.962538318,27.8329561192
11006-9101,J125612.10+274443.9,194.050615487,27.7454814109
11006-9102,J130022.18+281449.5,195.092502674,28.2471105916
11007-12701,J125330.28+274030.8,193.376219952,27.6752193863
11007-12702,J125422.28+270503.0,193.59285187,27.0841649761
11007-12703,J130055.93+275354.5,195.233178109,27.8984460152
11007-12704,J125911.54+280033.3,194.798122769,28.0092566291
11007-12705,J125620.49+264214.5,194.085379953,26.7040405693
11007-1901,J125549.00+275421.1,193.954177913,27.9058612663
11007-1902,J130150.22+275336.7,195.4592586,27.8935685169
11007-3701,J125307.56+270217.4,193.281556103,27.0381715043
11007-3702,J125756.52+272256.2,194.485486147,27.382312941
11007-3703,J130251.24+282856.7,195.713544631,28.482439176
11007-3704,J125807.53+261936.6,194.531431784,26.3268386618
11007-6101,J130106.80+264834.1,195.278358541,26.8094846123
11007-6102,J125800.75+272714.3,194.503167902,27.4539708482
11007-6103,J125730.59+273234.8,194.37745437,27.5430400123
11007-6104,J125955.09+280742.0,194.979559184,28.1283812917
11007-9101,J125419.53+280528.7,193.58138607,28.0913189853
11007-9102,J125715.00+262758.7,194.312535904,26.4663329836
11009-12701,J125845.58+241402.1,194.689978172,24.2339925635
11009-12702,J125740.65+261219.0,194.419408491,26.2052760386
11009-12703,J130305.93+263152.0,195.774732754,26.5311162021
11009-12704,J125731.39+263042.0,194.380021451,26.5121684655
11009-12705,J130014.80+242803.6,195.061674988,24.4676587176
11009-1901,J125922.10+264749.5,194.842078419,26.7970930097
11009-1902,J130305.74+252830.5,195.77407,25.47504
11009-3701,J125804.83+262214.1,194.520146033,26.370583017
11009-3702,J130235.59+263944.0,195.648305959,26.6622597567
11009-3703,J125954.33+264911.8,194.976401139,26.8199725841
11009-3704,J130217.77+260833.2,195.574051384,26.1425413753
11009-6101,J125911.40+240120.1,194.79752316,24.022288871
11009-6102,J125608.79+261900.4,194.036654269,26.3167930332
11009-6103,J125514.89+261500.2,193.81207864,26.2500502271
11009-6104,J130021.16+264719.3,195.088196323,26.7886837601
11009-9101,J125832.26+261437.2,194.634432576,26.2436602387
11009-9102,J125922.70+260134.4,194.844636044,26.0262160233
11010-12701,J130521.11+230544.0,196.337971156,23.0955892341
11010-12702,J130223.22+240144.9,195.59678234,24.0291508953
11010-12703,J130544.61+252306.0,196.436000645,25.3851053157
11010-12704,J130633.78+245746.1,196.640745996,24.96283348
11010-12705,J130428.26+233430.1,196.117784304,23.5750243657
11010-1901,J130952.55+243337.6,197.468998373,24.5604575235
11010-1902,J130943.00+244016.6,197.429161173,24.6713172643
11010-3701,J130254.43+233925.8,195.726802267,23.6571572508
11010-3702,J130558.70+252756.4,196.494606857,25.46570176
11010-3703,J130802.56+251822.9,197.010710839,25.3063939244
11010-3704,J130822.07+233115.9,197.091969496,23.5210696978
11010-6101,J131253.49+233804.9,198.222943565,23.6346297839
11010-6102,J131105.01+244003.6,197.77093693,24.667687778
11010-6103,J130636.39+252546.6,196.65173277,25.429679605
11010-6104,J131345.30+245856.9,198.438764929,24.9824563431
11010-9101,J130615.12+252737.9,196.563009952,25.460558321
11010-9102,J131045.51+240453.5,197.689647684,24.0815629563
11011-12701,J142605.95+473311.6,216.524808416,47.5532080626
11011-12702,J142209.99+482922.0,215.546250309,48.4899265098
11011-12703,J142602.64+493118.2,216.511041569,49.5217324906
11011-12704,J142937.38+491944.1,217.405770992,49.328925662
11011-12705,J142847.75+490603.0,217.19896591,49.1008555554
11011-1901,J142610.39+492934.2,216.543280723,49.4928368124
11011-1902,J143452.46+483942.7,218.718594451,48.6618906608
11011-3701,J142336.57+482610.2,215.902396279,48.4361730773
11011-3702,J142655.02+480559.6,216.729290026,48.0998981802
11011-3703,J143018.52+480406.6,217.577208599,48.0685199319
11011-3704,J143710.19+484823.7,219.292510132,48.8065813183
11011-6101,J143624.78+484911.5,219.103283721,48.8198727709
11011-6102,J142951.73+475909.5,217.465568584,47.9859308997
11011-6103,J143035.98+493625.5,217.649945713,49.6070873117
11011-6104,J143633.30+490035.1,219.138796379,49.0098532613
11011-9101,J142225.13+483924.0,215.604728976,48.656707994
11011-9102,J143745.06+483524.0,219.437785358,48.590015344
11012-12701,J140252.14+550758.5,210.717288705,55.1329497026
11012-12702,J140821.55+551805.3,212.08983767,55.3015100433
11012-12703,J141130.13+552648.4,212.875653847,55.4467436035
11012-12704,J140800.78+554345.7,212.003281973,55.7294018674
11012-12705,J140919.79+551656.4,212.332447734,55.2823471127
11012-1901,J140557.25+554950.5,211.488629734,55.8307365461
11012-1902,J140928.87+545140.8,212.370327711,54.8613633753
11012-3701,J140455.62+542410.7,211.231793421,54.4029564416
11012-3702,J140541.88+554636.8,211.424541216,55.7768962801
11012-3703,J141117.19+551824.4,212.821688522,55.3068203774
11012-3704,J141142.87+544224.8,212.928683004,54.7068887431
11012-6101,J140220.83+551833.8,210.586906757,55.3093581708
11012-6102,J140859.74+551347.3,212.248982367,55.2298458691
11012-6103,J135951.52+553924.2,209.964670809,55.6567151107
11012-6104,J141007.65+545511.6,212.531941861,54.9199295986
11012-9101,J140722.26+543023.9,211.842775504,54.5066392328
11012-9102,J141129.10+550718.6,212.871292474,55.1218485575
11013-12701,J134034.17+552549.1,205.142146033,55.4303052746
11013-12702,J134602.79+554255.4,206.511630991,55.715411746
11013-12703,J134650.76+555915.6,206.711552951,55.9876711125
11013-12704,J134709.32+555909.5,206.788849441,55.9859685597
11013-12705,J135619.16+551003.9,209.079954161,55.1677008211
11013-1901,J134547.10+554525.3,206.446289243,55.7570695795
11013-1902,J135935.42+553533.1,209.897632726,55.5925335677
11013-3701,J134813.19+544746.9,207.0556,54.79733
11013-3702,J134139.89+554010.9,205.415065461,55.6706474881
11013-3703,J135010.55+554749.3,207.54464,55.79753
11013-3704,J135402.47+543706.6,208.510275583,54.6184747057
11013-6101,J134442.16+555313.5,206.175720284,55.8870930177
11013-6102,J134714.45+553410.0,206.810497033,55.5696184739
11013-6103,J134610.27+562556.9,206.542869148,56.4324933084
11013-6104,J134555.32+561552.1,206.480529249,56.2644999088
11013-9101,J134345.54+553847.4,205.939769713,55.6465196953
11013-9102,J134918.77+554640.5,207.328242837,55.7779264376
11014-12701,J125000.59+284859.4,192.502500264,28.8164833368
11014-12702,J125647.41+271732.1,194.197578925,27.2922421325
11014-12703,J125406.80+291440.0,193.52658,29.24271
11014-12704,J125841.59+274951.0,194.66972,27.8269
11014-12705,J125754.36+272926.2,194.476509547,27.490641798
11014-1901,J125441.61+270229.2,193.673410196,27.0414513005
11014-1902,J125924.93+274419.7,194.853873992,27.7388534901
11014-3701,J125714.06+271513.4,194.308731533,27.2537091617
11014-3702,J125606.44+273852.9,194.026853196,27.6480253336
11014-3703,J125721.48+270122.7,194.339548581,27.0229899956
11014-3704,J125835.33+271552.9,194.647292788,27.2647558315
11014-6101,J125438.01+264502.0,193.658383773,26.7505856497
11014-6102,J125728.43+281035.1,194.36847307,28.1764572344
11014-6103,J125830.95+281401.0,194.628984666,28.2336267553
11014-6104,J125906.02+275948.1,194.77510377,27.9967050471
11014-9101,J124809.29+265621.0,192.038747135,26.9392014153
11014-9102,J125845.54+274513.9,194.689738918,27.7539097428
11015-12701,J130147.23+273718.4,195.446858894,27.6217710338
11015-12702,J125931.44+280247.7,194.881021114,28.0466093589
11015-12703,J130155.83+291922.0,195.482642091,29.3227905658
11015-12704,J130335.96+281001.0,195.89988304,28.1669498626
11015-12705,J130354.60+281115.0,195.978641945,28.1876524974
11015-1901,J125534.07+275029.9,193.891972421,27.8416712527
11015-1902,J130007.98+280442.8,195.033307724,28.0785814036
11015-3701,J125628.46+280457.1,194.118602598,28.0825400696
11015-3702,J125603.59+282605.1,194.01498313,28.4347791766
11015-3703,J130515.38+283735.1,196.31448,28.62646
11015-3704,J130204.34+274158.3,195.518096456,27.6995849346
11015-6101,J125809.69+273257.9,194.540430593,27.5494435015
